colision_fecha,colision_calle,colision_cruce,colision_long,colision_lat,colision_tipoincidente,colision_tipoaccidentediverso,indiv_estadoalcoholico,indiv_estatus,indiv_Deceso
2014-01-02T18:17:00Z,2 DE ABRIL,JUNCO DE LA VEGA,-100.291611,25.655024,LATERAL,LATERAL,0,0,0
2014-01-02T17:20:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.351532,25.704351,ALCANCE,ALCANCE,0,0,0
2014-01-02T15:30:00Z,AV. ALFONSO REYES  ,CALZADA VICTORIA,-100.317011,25.690003,ALCANCE,ALCANCE,0,0,0
2014-01-02T16:56:00Z,AV. SAN NICOLAS  ,AV. LOS ANGELES,-100.296225,25.712729,ALCANCE,ALCANCE,0,0,0
2014-01-02T16:39:00Z,AV. LINCOLN  ,AV. SAN BERNABE,-100.418778,25.769958,LATERAL,LATERAL,0,0,0
2014-01-02T17:47:00Z,AV. LUIS DONALDO COLOSIO  ,OCASO,-100.387188,25.784962,DIVERSO,DIVERSO/SD,0,0,0
2014-01-02T14:02:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.351496,25.704346,LATERAL,LATERAL,0,0,0
2014-01-02T16:30:00Z,AGATA,HORNABLENDA,-100.37482,25.754876,CRUCERO,CRUCERO,0,0,0
2014-01-02T19:07:00Z,AV. AZTLAN  ,LAS HUERTAS,-100.348449,25.734341,LATERAL,LATERAL,0,0,0
2014-01-02T14:17:00Z,AV. COLON  ,NUEVA ROSITA,-100.285258,25.683862,ALCANCE,ALCANCE,0,0,0
2014-01-02T14:50:00Z,GUERRERO  ,PEDRO MARIA ANAYA,-100.310801,25.696516,ALCANCE,ALCANCE,0,0,0
2014-01-02T17:43:00Z,5 DE FEBRERO,COAHUILA,-100.309395,25.659572,CRUCERO,CRUCERO,0,0,0
2014-01-02T19:00:00Z,AV. LINCOLN  ,CESENA,-100.365107,25.724803,CRUCERO,CRUCERO,0,0,0
2014-01-02T16:47:00Z,AV. CONSTITUCION  ,AV. FUNDIDORA,-100.28708,25.672809,ALCANCE,ALCANCE,0,0,0
2014-01-02T16:20:00Z,ZUAZUA,VIOLETA,-100.306236,25.702376,CRUCERO,CRUCERO,0,0,0
2014-01-02T14:50:00Z,AV. CONSTITUCION  ,AV. CUAUHTEMOC,-100.318883,25.665478,LATERAL,LATERAL,0,0,0
2014-01-02T17:40:00Z,RAMON CORONA,CARLOS SALAZAR,-100.326877,25.683798,CRUCERO,CRUCERO,0,0,0
2014-01-02T14:30:00Z,AV. COLON  ,SANTOS DEGOLLADO,-100.334245,25.686796,CRUCERO,CRUCERO,0,0,0
2014-01-02T21:29:00Z,MANUEL BELGRANO,25 DE ABRIL,-100.352909,25.755828,LATERAL,LATERAL,0,0,0
2014-01-02T16:38:00Z,MANUEL BELGRANO,25 DE ABRIL,-100.35293,25.755828,CRUCERO,CRUCERO,0,0,0
2014-01-02T17:54:00Z,AV. CONSTITUCION  ,(SOBRE AVENIDA),-100.275068,25.680103,ALCANCE,ALCANCE,0,0,0
2014-01-02T13:53:00Z,5 DE MAYO,AMERICA,-100.329921,25.675364,REVERSA,REVERSA,0,0,0
2014-01-02T12:27:00Z,AV. LUIS DONALDO COLOSIO  ,ALTAMISA,-100.401256,25.763322,LATERAL,LATERAL,0,0,0
2014-01-02T04:12:00Z,AV. RUIZ CORTINES  ,SEGURIDAD SOCIAL,-100.381697,25.738731,ATROPELLO,ATROPELLO,0,1,0
2014-01-02T13:35:00Z,GALEANA  ,JUAN IGNACIO RAMON,-100.313307,25.671336,ATROPELLO,ATROPELLO,0,1,0
2014-01-02T14:49:00Z,AV. LINCOLN  ,AV. RAUL RANGEL FRIAS,-100.35797,25.719872,OBJETO FIJO,OBJETO FIJO,0,2,0
2014-01-02T22:51:00Z,AV. GONZALITOS  ,HIDALGO,-100.351947,25.673214,DIVERSO,DIVERSO/SD,0,0,0
2014-01-02T00:36:00Z,AV. JUAREZ  ,AV. COLON,-100.313306,25.685581,LATERAL,LATERAL,0,0,0
2014-01-02T23:50:00Z,AV. FIDEL VELAZQUEZ  ,TIMOTEO ROSALES,-100.325983,25.72434,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,2,0
2014-01-02T03:02:00Z,CIUDAD MIER,ORIZABA,-100.346619,25.708337,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-02-02T22:05:00Z,AV. FIDEL VELAZQUEZ  ,NO ME OLVIDES,-100.322685,25.725922,VOLCADURA,VOLCADURA,0,2,0
2014-02-02T23:06:00Z,GRANADA,NARDO,-100.27951,25.70102,CRUCERO,CRUCERO,0,0,0
2014-02-02T22:14:00Z,AV. RUIZ CORTINES  ,18 DE MARZO,-100.33679,25.704463,LATERAL,LATERAL,0,0,0
2014-02-02T22:34:00Z,JULIO A ROCA,ARTICULO 123,-100.373045,25.771847,LATERAL,LATERAL,0,0,0
2014-02-02T23:55:00Z,AV. LAZARO CARDENAS  ,PUERTO GRANADA,-100.277703,25.6158,VOLCADURA,VOLCADURA,0,0,0
2014-02-02T22:57:00Z,AV. GARZA SADA  ,LOMAS DE LOS PINOS,-100.260607,25.593303,LATERAL,LATERAL,0,0,0
2014-02-02T00:00:00Z,MANDOLINA  ,MARIMBA,-100.370656,25.766253,CRUCERO,CRUCERO,0,0,0
2014-02-02T00:20:00Z,AV. MADERO  ,AV. CUAUHTEMOC,-100.316939,25.684526,ATROPELLO,ATROPELLO,0,1,0
2014-02-02T01:05:00Z,AV. PASEO DE LOS LEONES  ,APOLO,-100.394825,25.726373,VOLCADURA,VOLCADURA,0,5,0
2014-02-02T02:29:00Z,ZARAGOZA  ,JUAN IGNACIO RAMON,-100.309918,25.671031,CRUCERO,CRUCERO,0,0,0
2014-02-02T03:00:00Z,AYUTLA  ,TEPIC,-100.30014,25.66065,CRUCERO,CRUCERO,0,3,0
2014-02-02T03:40:00Z,TLATELOLCO  ,ATZCAPOTZALCO,-100.36467,25.740693,VOLCADURA,VOLCADURA,0,0,0
2014-02-02T04:28:00Z,AV. ALFONSO REYES  ,LUIS MORA ,-100.316997,25.692401,ATROPELLO,ATROPELLO,0,0,1
2014-02-02T05:25:00Z,AV. FIDEL VELAZQUEZ  ,NARCISO MENDOZA,-100.324602,25.72476,LATERAL,LATERAL,0,2,0
2014-02-02T05:30:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS TRIUNFADORES,-100.395169,25.729432,VOLCADURA,VOLCADURA,0,1,0
2014-02-02T05:20:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS NAVEGANTES,-100.387124,25.720148,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-02-02T06:50:00Z,AV. GARZA SADA  ,ANTIGUO CAMINO AL DIENTE,-100.260878,25.593726,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-02-02T07:00:00Z,JULIO A ROCA  ,COYOTE,-100.343515,25.74439,OBJETO FIJO,OBJETO FIJO,0,1,0
2014-02-02T08:00:00Z,AV. RUIZ CORTINES  ,AV. MONTE EVEREST,-100.407799,25.759925,CRUCERO,CRUCERO,0,0,0
2014-02-02T08:23:00Z,JUSTO SIERRA  ,SAN JEMO,-100.366179,25.680923,LATERAL,LATERAL,0,0,0
2014-02-02T08:27:00Z,REFORMA  ,HEROES DEL 47,-100.298769,25.68331,LATERAL,LATERAL,0,0,0
2014-02-02T08:29:00Z,AV. GARZA SADA  ,AV. DEL ESTADO,-100.292326,25.651826,CRUCERO,CRUCERO,0,1,0
2014-02-02T09:30:00Z,AV. JUAREZ  ,PADRE MIER,-100.315572,25.668742,LATERAL,LATERAL,0,0,0
2014-02-02T11:00:00Z,AV. LINCOLN  ,AV. SAN BERNABE,-100.419156,25.769596,ALCANCE,ALCANCE,0,0,0
2014-02-02T11:30:00Z,ARROYO SECO  ,ENRIQUE HERRERA,-100.302105,25.641325,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-02-02T12:04:00Z,GUERRERO  ,MARIANO SALAS,-100.309535,25.706421,CRUCERO,CRUCERO,0,0,0
2014-02-02T12:05:00Z,AV. LINCOLN  ,ANTIGUOS EJIDATARIOS,-100.41558,25.768219,LATERAL,LATERAL,0,0,0
2014-02-02T12:43:00Z,AV. REVOLUCION  ,VESTA,-100.273864,25.642071,LATERAL,LATERAL,0,0,0
2014-02-02T13:25:00Z,AV. COLON  ,NUEVA ROSITA,-100.285259,25.683891,LATERAL,LATERAL,0,0,0
2014-02-02T13:28:00Z,MICHELENA  ,EDISON,-100.333026,25.688863,LATERAL,LATERAL,0,0,0
2014-02-02T19:06:00Z,AV. LAZARO CARDENAS  ,BLVD ACAPULCO,-100.285107,25.621554,CRUCERO,CRUCERO,0,0,0
2014-02-02T18:33:00Z,M.M DEL LLANO  ,PLATON SANCHEZ,-100.30263,25.677459,CRUCERO,CRUCERO,0,0,0
2014-02-02T21:10:00Z,AV. JUAREZ  ,TREVIÑO,-100.31351,25.68151,CRUCERO,CRUCERO,0,0,0
2014-02-02T15:50:00Z,5 DE FEBRERO  ,TAMAULIPAS,-100.310564,25.659809,LATERAL,LATERAL,0,0,0
2014-02-02T19:50:00Z,OCAMPO  ,ESCOBEDO,-100.31242,25.665502,REVERSA,REVERSA,0,0,0
2014-02-02T15:15:00Z,AV. LINCOLN  ,AV. AZTLAN,-100.393168,25.753297,ALCANCE,ALCANCE,0,0,0
2014-02-02T16:00:00Z,AV. RODRIGO GOMEZ  ,AV. ALMAZAN,-100.342484,25.739802,CRUCERO,CRUCERO,0,0,0
2014-02-02T18:30:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS DESCUBRIDORES,-100.384054,25.716978,LATERAL,LATERAL,0,0,0
2014-02-02T15:00:00Z,AV. BERNARDO REYES  ,LUIS MORA,-100.324828,25.697566,LATERAL,LATERAL,0,0,0
2014-02-02T21:00:00Z,AV. ALFONSO REYES  ,LUIS MORA ,-100.317064,25.692419,LATERAL,LATERAL,0,0,0
2014-02-02T15:00:00Z,AV. REVOLUCION  ,THEMIS,-100.272603,25.631851,ALCANCE,ALCANCE,0,0,0
2014-02-02T16:31:00Z,AV. REVOLUCION  ,THEMIS,-100.272579,25.631642,LATERAL,LATERAL,0,0,0
2014-02-02T19:10:00Z,AV. LINCOLN  ,CAMINO DEL PASTIZAL,-100.410682,25.765709,CRUCERO,CRUCERO,0,0,0
2014-02-02T14:50:00Z,LISANDRO  ,AMARINTA,-100.37677,25.78748,DIVERSO,DIVERSO/CAIDA DE OBJETO EN AUTO,0,0,0
2014-02-02T20:51:00Z,AV. CABEZADA  ,PARQUE TARAUMARA,-100.403888,25.783405,DIVERSO,DIVERSO/BACHE,0,0,0
2014-02-02T17:10:00Z,AV. RUIZ CORTINES  ,AV. RAUL RANGEL FRIAS,-100.362922,25.714182,ALCANCE,ALCANCE,0,0,0
2014-02-02T18:10:00Z,NARCISO MENDOZA  ,RAMON CORRAL,-100.324662,25.709196,ALCANCE,ALCANCE,0,0,0
2014-02-02T14:50:00Z,CAMINO REAL  ,LISANDRO,-100.377692,25.78727,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-02-02T18:01:00Z,AV. RAUL RANGEL FRIAS  ,PASEO DE LOS ESTUDIANTES,-100.37034,25.704366,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-02-02T04:15:00Z,AV. BERNARDO REYES  ,ROMULO DIAZ DE LA VEGA,-100.326882,25.708319,CRUCERO,CRUCERO,0,4,0
2014-02-02T12:27:00Z,ARAMBERRI  ,RAYON,-100.320308,25.676966,ATROPELLO,ATROPELLO,0,1,0
2014-02-02T12:40:00Z,AV. CONSTITUCION  ,20 DE NOVIEMBRE,-100.336605,25.668517,CRUCERO,CRUCERO,0,1,0
2014-02-02T02:07:00Z,AV. CUAUHTEMOC  ,TAPIA,-100.317944,25.68009,CRUCERO,CRUCERO,0,0,0
2014-02-02T21:57:00Z,AV. LUIS DONALDO COLOSIO  ,MONA LISA,-100.386845,25.776742,CRUCERO,CRUCERO,0,0,0
2014-02-02T02:19:00Z,AV. NO REELECCION  ,AGAMI,-100.368307,25.737255,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-02-02T01:17:00Z,AV. FIDEL VELAZQUEZ  ,NO ME OLVIDES,-100.322659,25.725945,VOLCADURA,VOLCADURA,0,0,0
2014-02-02T22:15:00Z,TAPIA  ,DOBLADO,-100.305309,25.678811,CRUCERO,CRUCERO,0,0,0
2014-02-02T23:20:00Z,AV. GONZALITOS  ,NEVADO DE TOLUCA,-100.351477,25.702361,LATERAL,LATERAL,0,0,0
2014-03-02T07:50:00Z,AV. LINCOLN  ,SAN JOSE,-100.360503,25.721655,CRUCERO,CRUCERO,0,0,0
2014-03-02T13:20:00Z,AV. LINCOLN  ,AGUATURMA,-100.379553,25.740816,LATERAL,LATERAL,0,0,0
2014-03-02T09:40:00Z,AV. GONZALITOS  ,AV. SAN JERONIMO,-100.352753,25.673626,LATERAL,LATERAL,0,0,0
2014-03-02T09:40:00Z,AV. GONZALITOS  ,AV. SAN JERONIMO,-100.352791,25.673606,ALCANCE,ALCANCE,0,0,0
2014-03-02T09:50:00Z,AV. LAZARO CARDENAS  ,ADOLFO LAUBNER,-100.311623,25.637457,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T09:45:00Z,AV. GARZA SADA  ,AV. DEL ESTADO,-100.292049,25.651648,OBJETO FIJO,OBJETO FIJO,0,1,0
2014-03-02T12:10:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS NAVEGANTES,-100.388819,25.72031,LATERAL,LATERAL,0,0,0
2014-03-02T12:59:00Z,AV. DE LOS ASTROS  ,ARTEMISA,-100.396978,25.78097,CRUCERO,CRUCERO,0,0,0
2014-03-02T12:33:00Z,AV. INSURGENTES  ,SAN JEMO,-100.365232,25.679673,CRUCERO,CRUCERO,0,0,0
2014-03-02T10:06:00Z,AV. GARZA SADA  ,AV. DEL ESTADO,-100.292055,25.651559,LATERAL,LATERAL,0,0,0
2014-03-02T10:20:00Z,AV. MORONES PRIETO  ,AV. SAN FRANCISCO,-100.345518,25.668249,LATERAL,LATERAL,0,0,0
2014-03-02T06:19:00Z,AV. RUIZ CORTINES  ,SAUCE,-100.368474,25.724037,ALCANCE,ALCANCE,0,0,0
2014-03-02T12:00:00Z,AV. PASEO DE LOS LEONES  ,DE LA MONTAÑA,-100.375051,25.710386,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-03-02T10:30:00Z,AV. CONSTITUCION  ,AV. COLON,-100.273252,25.6808,LATERAL,LATERAL,0,0,0
2014-03-02T10:40:00Z,AV. PASEO DE LOS LEONES  ,DE LA MONTAÑA,-100.375083,25.710378,ALCANCE,ALCANCE,0,0,0
2014-03-02T10:40:00Z,AV. PASEO DE LOS LEONES  ,DE LA MONTAÑA,-100.375101,25.710423,ALCANCE,ALCANCE,0,0,0
2014-03-02T10:20:00Z,AV. GONZALITOS  ,JUAN DE DIOS TREVIÑO,-100.352626,25.675706,LATERAL,LATERAL,0,0,0
2014-03-02T10:35:00Z,ARAMBERRI,BRAVO,-100.33367,25.678162,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T09:40:00Z,AV. GONZALITOS  ,FRANCISCO L ROCHA,-100.352496,25.678354,ALCANCE,ALCANCE,0,0,0
2014-03-02T12:30:00Z,MATAMOROS,GUERRERO,-100.314304,25.669657,CRUCERO,CRUCERO,0,0,0
2014-03-02T10:33:00Z,AV. PINO SUAREZ  ,ARAMBERRI,-100.319026,25.676799,LATERAL,LATERAL,0,0,0
2014-03-02T09:44:00Z,AV. CONSTITUCION  ,AV. CUAUHTEMOC,-100.318891,25.665553,ALCANCE,ALCANCE,0,0,0
2014-03-02T12:20:00Z,URANIO,POLONIO,-100.385446,25.729623,LATERAL,LATERAL,0,0,0
2014-03-02T11:15:00Z,TEPEYAC,CHIHUAHUA,-100.308343,25.65567,CRUCERO,CRUCERO,0,0,0
2014-03-02T06:40:00Z,AV. MORONES PRIETO  ,GUSTAVO M GARCIA,-100.282766,25.672225,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T12:10:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS NAVEGANTES,-100.388845,25.720392,ALCANCE,ALCANCE,0,0,0
2014-03-02T06:00:00Z,AV. VENUSTIANO CARRANZA  ,AV. CONSTITUCION,-100.333946,25.668176,LATERAL,LATERAL,0,0,0
2014-03-02T08:30:00Z,ZUAZUA,JUAN IGNACIO RAMON,-100.309155,25.670942,VOLCADURA,VOLCADURA,0,0,0
2014-03-02T09:36:00Z,AV. GONZALITOS  ,AV. SAN JERONIMO,-100.352728,25.673685,LATERAL,LATERAL,0,0,0
2014-03-02T12:33:00Z,PLAN DE PARACUARO,(LA REPUBLICA),-100.297054,25.624503,REVERSA,REVERSA,0,0,0
2014-03-02T09:30:00Z,AV. GONZALITOS  ,AV. INSURGENTES,-100.352352,25.683721,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T10:30:00Z,TULANCINGO,JACALA,-100.343923,25.69171,CRUCERO,CRUCERO,0,0,0
2014-03-02T12:16:00Z,AV. RUIZ CORTINES  ,AV. BERNARDO REYES,-100.326886,25.704662,ALCANCE,ALCANCE,0,0,0
2014-03-02T09:13:00Z,AV. PASEO DE LOS LEONES  ,DISTRITO B6,-100.35444,25.696713,REVERSA,REVERSA,0,0,0
2014-03-02T10:50:00Z,AV. MORONES PRIETO  ,AV. REVOLUCION,-100.285826,25.671198,LATERAL,LATERAL,0,0,0
2014-03-02T10:43:00Z,AV. CONSTITUCION  ,AV. JUAREZ,-100.31621,25.664947,ALCANCE,ALCANCE,0,0,0
2014-03-02T10:20:00Z,AV. GONZALITOS  ,JUAN DE DIOS TREVIÑO,-100.352669,25.675676,ALCANCE,ALCANCE,0,0,0
2014-03-02T01:28:00Z,AV. ALFONSO REYES  ,AV. DE LAS ESTRELLAS,-100.281345,25.641017,CRUCERO,CRUCERO,0,0,0
2014-03-02T05:13:00Z,AV. RUIZ CORTINES  ,LIMON,-100.280426,25.703425,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T21:51:00Z,AV. LINCOLN  ,8 DE AGOSTO,-100.387602,25.749246,ATROPELLO,ATROPELLO,0,1,0
2014-03-02T22:02:00Z,AV. MORONES PRIETO  ,MARTIN DE ZAVALA,-100.333655,25.665573,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T22:00:00Z,AV. FIDEL VELAZQUEZ  ,NARCISO MENDOZA,-100.324827,25.724675,ALCANCE,ALCANCE,0,0,0
2014-03-02T15:30:00Z,AV. GONZALITOS  ,AV. FLETEROS,-100.351779,25.681343,LATERAL,LATERAL,0,0,0
2014-03-02T16:48:00Z,AV. CONSTITUCION  ,AV. CONSTITUYENTES DE NUEVO LEON,-100.262065,25.68407,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T17:15:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS NAVEGANTES,-100.388856,25.720472,FRONTAL,FRONTAL,0,0,0
2014-03-02T20:55:00Z,AV. MORONES PRIETO  ,TLAXCALA,-100.319784,25.663039,LATERAL,LATERAL,0,0,0
2014-03-02T17:15:00Z,HILARIO MARTINEZ,5 DE FEBRERO,-100.304474,25.658739,LATERAL,LATERAL,0,0,0
2014-03-02T14:30:00Z,AV. ALEJANDRO DE RODAS  ,PASEO DE LAS ESTRELLAS,-100.388461,25.727194,OBJETO FIJO,OBJETO FIJO,0,1,0
2014-03-02T15:15:00Z,AV. GARZA SADA  ,AV. MORONES PRIETO,-100.297681,25.66619,ALCANCE,ALCANCE,0,0,0
2014-03-02T20:00:00Z,AV. LINCOLN  ,AV. DE LOS ASTROS,-100.407281,25.763577,CRUCERO,CRUCERO,0,0,0
2014-03-02T19:41:00Z,AV. REVOLUCION  ,SENDERO SUR,-100.27333,25.626877,CRUCERO,CRUCERO,0,0,0
2014-03-02T14:30:00Z,AV. REVOLUCION  ,COCOYOC,-100.272689,25.634435,LATERAL,LATERAL,0,0,0
2014-03-02T18:15:00Z,ALFOMBRILLAS,SANTOS CANTU SALINAS,-100.304714,25.638573,LATERAL,LATERAL,0,0,0
2014-03-02T19:39:00Z,AV. PINO SUAREZ  ,ESPINOSA,-100.318714,25.6785,ALCANCE,ALCANCE,0,0,0
2014-03-02T18:30:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS NAVEGANTES,-100.388839,25.720502,ALCANCE,ALCANCE,0,0,0
2014-03-02T16:11:00Z,AV. PASEO DE LOS LEONES  ,AV. RAUL RANGEL FRIAS,-100.369819,25.704517,LATERAL,LATERAL,0,0,0
2014-03-02T19:11:00Z,AV. LINCOLN  ,AV. RODRIGO GOMEZ,-100.342667,25.709902,ALCANCE,ALCANCE,0,0,0
2014-03-02T16:53:00Z,AV. ALFONSO REYES  ,MANOLO MARTINEZ,-100.316149,25.701468,LATERAL,LATERAL,0,0,0
2014-03-02T16:55:00Z,AV. MADERO  ,20 DE NOVIEMBRE,-100.332199,25.686279,LATERAL,LATERAL,0,0,0
2014-03-02T19:31:00Z,GUERRERO,LUIS MORA,-100.312033,25.687026,CRUCERO,CRUCERO,0,0,0
2014-03-02T18:00:00Z,AGUSTIN MELGAR,ISAAC GARZA,-100.296501,25.678516,LATERAL,LATERAL,0,0,0
2014-03-02T21:25:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE CHURUBUSCO,-100.365704,25.701205,ALCANCE,ALCANCE,0,0,0
2014-03-02T18:48:00Z,MISION DE SAN JUAN,MISION DE LA CRUZ,-100.388898,25.738448,CRUCERO,CRUCERO,0,0,0
2014-03-02T19:00:00Z,AV. AARON SAENZ  ,AV. ROGELIO CANTU,-100.375772,25.674367,ALCANCE,ALCANCE,0,0,0
2014-03-02T16:07:00Z,AV. ROGELIO CANTU  ,(SOBRE AVENIDA),-100.375087,25.695962,VOLCADURA,VOLCADURA,0,0,0
2014-03-02T21:50:00Z,AV. BERNARDO REYES  ,LUIS MORA,-100.325377,25.698224,LATERAL,LATERAL,0,0,0
2014-03-02T19:30:00Z,AV. JUAREZ  ,JUAN IGNACIO RAMON,-100.315218,25.671437,ALCANCE,ALCANCE,0,0,0
2014-03-02T15:40:00Z,AV. REAL DE CUMBRES  ,CAOBA,-100.40232,25.752221,LATERAL,LATERAL,0,0,0
2014-03-02T21:50:00Z,AV. FIDEL VELAZQUEZ  ,MIL FLORES,-100.322429,25.726279,DIVERSO,DIVERSO/SD,0,0,0
2014-03-02T18:10:00Z,AV. AARON SAENZ  ,AV. ROGELIO CANTU,-100.375781,25.674344,ALCANCE,ALCANCE,0,3,0
2014-03-02T16:58:00Z,AV. LUIS DONALDO COLOSIO  ,AV. CABEZADA,-100.385844,25.778773,ALCANCE,ALCANCE,0,1,0
2014-03-02T21:02:00Z,AV. LAZARO CARDENAS  ,JOSEFA ORTIZ DE DOMINGUEZ,-100.363755,25.702687,ATROPELLO,ATROPELLO,0,1,0
2014-03-02T22:00:00Z,AV. FIDEL VELAZQUEZ  ,MIL FLORES,-100.322447,25.726284,LATERAL,LATERAL,0,0,0
2014-03-02T21:30:00Z,AV. LAZARO CARDENAS  ,AV. ALFONSO REYES,-100.300851,25.631492,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T23:30:00Z,REFORMA,VALLARTA,-100.325467,25.686247,CRUCERO,CRUCERO,0,0,0
2014-03-02T21:50:00Z,AV. PASEO DE LOS LEONES  ,DE LA MONTAÑA,-100.375068,25.710414,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-02T23:30:00Z,AV. PASEO DE LOS LEONES  ,GOBERNADORES,-100.371161,25.706632,LATERAL,LATERAL,0,0,0
2014-04-02T05:50:00Z,AV. MORONES PRIETO  ,TLAXCALA,-100.319844,25.662991,OBJETO FIJO,OBJETO FIJO,0,1,0
2014-04-02T07:28:00Z,AV. COLON  ,PLATON SANCHEZ,-100.301506,25.684317,LATERAL,LATERAL,0,0,0
2014-04-02T07:40:00Z,AV. LINCOLN  ,AV. PUERTA DE HIERRO,-100.4117,25.765582,LATERAL,LATERAL,0,0,0
2014-04-02T07:55:00Z,CARRETERA NACIONAL  ,PORTAL DEL HUAJUCO,-100.234111,25.559193,LATERAL,LATERAL,0,0,0
2014-04-02T07:45:00Z,AV. GARZA SADA  ,ANTIGUO CAMINO AL DIENTE,-100.260744,25.594182,ATROPELLO,ATROPELLO,0,1,0
2014-04-02T08:01:00Z,AV. SAN JERONIMO  ,JARDIN DE SAN JERONIMO,-100.357912,25.674658,ALCANCE,ALCANCE,0,0,0
2014-04-02T08:03:00Z,AV. GONZALITOS  ,AV. FLETEROS,-100.352461,25.680429,CRUCERO,CRUCERO,0,0,0
2014-04-02T08:06:00Z,MIGUEL ALEMAN,TIMOTEO ROSALES,-100.325974,25.723903,REVERSA,REVERSA,0,0,0
2014-04-02T08:11:00Z,AV. FIDEL VELAZQUEZ  ,NUEVO MEXICO,-100.347708,25.716829,ALCANCE,ALCANCE,0,0,0
2014-04-02T08:20:00Z,AV. LAZARO CARDENAS  ,PASEO DE LA REFORMA,-100.27432,25.613622,ALCANCE,ALCANCE,0,0,0
2014-04-02T08:27:00Z,AV. PASEO DE LOS LEONES  ,6A AVENIDA,-100.359427,25.697884,LATERAL,LATERAL,0,0,0
2014-04-02T08:28:00Z,AV. FLETEROS  ,AV. SAN JERONIMO ,-100.364255,25.67532,LATERAL,LATERAL,0,0,0
2014-04-02T09:09:00Z,AV. REVOLUCION  ,FEDERICO GOMEZ GARCIA,-100.284189,25.668215,LATERAL,LATERAL,0,0,0
2014-04-02T09:11:00Z,AV. GARZA SADA  ,LAGO AMATITLAN,-100.264991,25.600443,ALCANCE,ALCANCE,0,0,0
2014-04-02T09:21:00Z,AV. GONZALITOS  ,FRANCISCO L ROCHA,-100.35243,25.678416,ALCANCE,ALCANCE,0,0,0
2014-04-02T09:28:00Z,GUERRERO,PEDRO MARIA ANAYA,-100.310843,25.696519,ALCANCE,ALCANCE,0,0,0
2014-04-02T09:38:00Z,AV. BERNARDO REYES  ,SANTIAGO,-100.3328,25.735167,CRUCERO,CRUCERO,0,0,0
2014-04-02T09:53:00Z,AV. VENUSTIANO CARRANZA  ,AV. MORONES PRIETO,-100.334539,25.665717,LATERAL,LATERAL,0,0,0
2014-04-02T09:57:00Z,AV. PINO SUAREZ  ,MATAMOROS,-100.32013,25.67054,ALCANCE,ALCANCE,0,0,0
2014-04-02T10:00:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS INSURGENTES,-100.362855,25.699701,LATERAL,LATERAL,0,0,0
2014-04-02T10:02:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.351689,25.704562,ALCANCE,ALCANCE,0,0,0
2014-04-02T10:06:00Z,ZARAGOZA,ESPINOSA,-100.309158,25.677451,ALCANCE,ALCANCE,0,0,0
2014-04-02T10:10:00Z,M.M DEL LLANO,JUAN MENDEZ,-100.315849,25.679099,CRUCERO,CRUCERO,0,0,0
2014-04-02T10:44:00Z,AV. REVOLUCION  ,VESTA,-100.273905,25.64207,DIVERSO,DIVERSO/BACHE,0,0,0
2014-04-02T10:54:00Z,RICARDO COVARRUBIAS,NOGALES,-100.2876,25.653967,ALCANCE,ALCANCE,0,0,0
2014-04-02T11:14:00Z,AV. CUAUHTEMOC  ,HIDALGO,-100.31975,25.668088,ALCANCE,ALCANCE,0,0,0
2014-04-02T11:31:00Z,AV. JUAREZ  ,PADRE MIER,-100.315563,25.668802,LATERAL,LATERAL,0,0,0
2014-04-02T11:47:00Z,AV. SAN NICOLAS,LADRON DE GUEVARA,-100.296836,25.71122,LATERAL,LATERAL,0,0,0
